"";"sofifa_id";"short_name";"age";"height_cm";"weight_kg";"overall";"value_eur";"wage_eur";"pace";"shooting";"passing";"dribbling";"defending";"physic";"attacking_crossing";"attacking_finishing";"attacking_heading_accuracy";"attacking_short_passing";"attacking_volleys";"skill_dribbling";"skill_curve";"skill_fk_accuracy";"skill_long_passing";"skill_ball_control";"movement_acceleration";"movement_sprint_speed";"movement_agility";"movement_reactions";"movement_balance";"power_shot_power";"power_jumping";"power_stamina";"power_strength";"power_long_shots";"mentality_aggression";"mentality_interceptions";"mentality_positioning";"mentality_vision";"mentality_penalties";"mentality_composure";"defending_standing_tackle";"defending_sliding_tackle";"right_foot";"Role"
"750";"#225293";"H. Diallo";25;185;75;76;10000000;20000;71;75;52;71;23;70;35;81;81;66;66;71;50;37;43;72;69;73;64;75;66;77;86;69;79;61;47;19;78;55;80;66;17;17;1;"Attaquant"
"751";"#225341";"David García";26;185;72;76;9000000;27000;56;37;63;64;76;76;61;35;79;74;37;60;33;38;72;75;55;57;44;72;61;47;78;73;76;25;77;75;51;52;44;67;77;78;1;"arriere_central"
"752";"#226221";"Aritz Elustondo";26;180;71;76;9000000;24000;65;33;58;59;76;74;72;26;78;73;30;48;53;41;43;75;62;67;60;78;60;39;70;70;74;40;80;75;36;32;43;68;79;80;1;"arriere_central"
"753";"#230625";"Matheus Reis";25;183;77;76;8500000;10000;70;52;65;74;72;79;74;50;64;73;45;74;68;46;53;76;73;68;72;76;57;59;74;84;78;51;74;72;62;57;49;75;75;73;0;"arriere_gauche"
"754";"#232730";"D. Kamada";23;180;72;76;10000000;23000;75;70;73;82;36;61;74;71;53;76;60;84;73;68;65;80;83;69;81;72;80;74;68;70;59;65;55;28;75;74;71;80;42;34;1;"Milieu_central"
"755";"#205391";"S. Meïté";26;187;80;76;9500000;39000;64;59;73;77;72;79;69;48;60;79;55;80;54;54;76;80;67;62;66;76;61;71;71;79;80;73;77;70;71;73;55;74;76;71;1;"Milieu__droit"
"756";"#209519";"G. Laborde";26;181;78;76;9500000;33000;70;75;69;74;34;79;65;77;81;75;76;76;68;52;64;74;69;71;71;75;63;78;86;81;80;69;72;24;77;70;66;72;29;16;0;"Attaquant"
"757";"#210136";"T. Kędziora";26;183;77;76;8500000;500;77;45;66;64;74;74;78;37;71;68;39;62;58;37;64;65;74;79;71;69;67;56;73;80;71;51;72;68;66;61;38;59;76;76;1;"arriere_droit"
"758";"#210761";"R. Pizarro";26;175;71;76;9500000;9000;81;70;74;79;65;74;72;70;58;78;73;80;72;54;72;78;78;83;82;73;73;72;71;90;73;68;55;66;72;77;67;72;63;61;1;"Milieu_central"
"759";"#210972";"Manquillo";26;178;76;76;8500000;34000;73;44;63;73;74;66;75;32;64;71;37;72;72;46;62;75;75;72;71;71;69;69;67;78;60;44;68;74;66;39;46;64;75;74;1;"arriere_droit"
"760";"#213013";"F. Acheampong";26;168;65;76;9500000;18000;94;76;69;81;49;76;62;78;55;75;67;83;73;53;69;74;93;94;93;76;92;79;75;91;73;72;66;42;76;68;63;67;59;52;0;"Ailier_gauche"
"761";"#214009";"G. Cuéllar";27;176;76;76;8500000;33000;71;52;67;69;74;78;53;36;66;78;39;66;50;48;73;71;72;71;71;76;69;72;72;92;74;68;73;76;66;66;49;64;75;73;1;"Milieu__droit"
"762";"#219733";"L. Ajorque";26;197;82;76;9500000;30000;63;76;58;68;26;79;47;80;83;68;64;71;57;37;45;73;61;64;57;72;32;79;69;76;89;68;62;28;79;65;74;74;19;17;0;"Attaquant"
"763";"#231786";"A. Šporar";26;186;82;76;9500000;15000;76;75;66;73;19;70;68;77;73;69;75;72;64;49;56;76;77;76;75;75;66;78;71;72;81;68;42;11;78;70;73;68;11;18;1;"Attaquant"
"764";"#237556";"C. Luyindama";26;191;91;76;8500000;51000;73;37;50;52;76;85;27;19;82;63;30;48;31;19;67;56;66;78;57;68;46;68;70;73;92;53;84;77;21;51;24;74;81;76;1;"arriere_central"
"765";"#238305";"Nacho Vidal";25;180;75;76;8500000;26000;74;55;69;70;71;65;78;60;72;75;39;68;73;32;65;75;73;75;66;73;68;59;63;70;66;49;59;72;61;59;36;68;76;77;1;"arriere_droit"
"766";"#247030";"P. Ševčík";26;172;66;76;9500000;500;80;73;74;78;65;75;70;69;69;78;73;77;69;64;75;76;80;80;86;77;86;77;73;90;69;79;74;64;70;75;68;74;65;67;1;"Milieu__droit"
"767";"#203030";"R. Knoche";28;190;77;76;8000000;28000;51;41;50;49;80;72;30;38;82;64;28;42;33;39;69;54;50;52;52;77;49;58;67;62;77;35;72;80;37;39;37;71;81;74;1;"arriere_central"
"768";"#208165";"B. Djimsiti";27;190;83;76;8000000;42000;40;39;59;48;79;77;53;36;77;68;32;34;42;30;68;68;45;35;44;79;51;52;37;71;83;30;80;80;55;56;38;70;79;78;1;"arriere_central"
"769";"#212204";"B. Mechele";27;190;79;76;8000000;22000;62;35;47;57;81;77;47;33;76;57;27;53;30;33;54;63;58;66;59;67;55;56;65;77;78;24;75;82;30;34;35;73;81;79;1;"arriere_central"
"770";"#213629";"E. Pulgar";26;187;74;76;8500000;42000;61;61;75;74;73;76;73;49;69;78;54;74;77;71;76;78;63;59;66;74;68;78;78;80;73;68;80;72;58;72;79;76;76;72;1;"Milieu_central"
"771";"#219814";"S. Klaiber";25;184;76;76;8000000;15000;81;65;70;67;71;82;68;56;65;74;56;64;69;65;63;71;77;84;68;71;62;82;72;90;80;73;81;68;70;71;52;72;73;72;1;"arriere_droit"
"772";"#224396";"Y. Gómez Andrade";28;187;92;76;8000000;9000;62;33;47;58;75;86;40;28;80;58;27;57;36;26;48;63;60;64;53;67;39;52;60;75;93;27;91;81;37;41;26;59;75;71;1;"arriere_central"
"773";"#190324";"C. Kabasele";29;188;84;76;7500000;18000;68;50;51;62;76;76;47;49;76;65;52;59;34;27;57;66;62;73;57;73;57;57;83;68;80;44;76;75;50;36;53;64;77;78;1;"arriere_central"
"774";"#199745";"E. Sviatchenko";28;184;82;76;7500000;26000;60;51;61;59;75;81;44;41;77;71;38;51;45;39;67;67;48;70;68;70;69;67;87;74;85;59;76;72;65;64;38;72;76;72;1;"arriere_central"
"775";"#200054";"Pedro Obiang";28;185;75;76;7500000;29000;57;59;74;73;75;72;68;50;70;77;60;74;56;62;79;76;58;57;63;69;63;74;72;72;72;65;71;76;60;78;59;76;78;77;1;"Milieu__droit"
"776";"#203903";"L. Andersen";25;185;73;76;9000000;17000;81;71;73;78;36;58;68;72;50;75;65;78;75;70;68;79;80;82;83;75;74;71;57;74;64;73;24;48;74;76;65;75;26;21;1;"Ailier_gauche"
"777";"#205346";"R. Fredericks";27;181;74;76;7500000;34000;92;51;66;73;70;69;73;47;56;72;51;74;64;42;60;71;93;91;76;72;76;58;62;76;65;46;73;69;65;60;61;63;71;72;1;"arriere_droit"
"778";"#205402";"J. Boëtius";26;178;73;76;9000000;27000;81;70;73;81;43;64;72;70;57;75;72;81;80;60;65;80;84;79;87;74;75;71;68;83;60;70;47;39;75;76;61;72;43;38;1;"Ailier_droit"
"779";"#205855";"M. Livaja";26;182;84;76;9000000;500;74;73;63;76;32;77;51;76;73;74;70;78;62;64;39;79;72;76;62;75;61;80;78;67;78;62;88;25;75;72;62;74;22;16;1;"Milieu_central"
"780";"#208451";"R. Quaison";26;183;77;76;9000000;29000;75;77;68;79;44;69;67;79;54;72;76;80;73;56;67;80;77;74;75;79;75;77;55;78;72;76;54;49;81;63;65;76;39;55;1;"Ailier_gauche"
"781";"#210679";"Paulo Oliveira";28;187;82;76;7500000;25000;61;35;51;61;77;75;36;25;77;67;36;60;33;29;63;68;59;63;50;72;44;61;85;69;78;29;71;76;30;41;45;60;79;76;1;"arriere_central"
"782";"#212678";"L. Augustinsson";26;181;72;76;8000000;25000;68;60;75;74;71;71;79;55;56;74;56;73;75;70;75;75;75;63;75;72;72;69;69;88;65;59;67;72;65;73;62;74;75;76;0;"arriere_gauche"
"783";"#216158";"S. Widmer";27;183;79;76;7500000;16000;80;63;70;74;72;77;76;58;72;72;48;75;66;56;71;74;77;82;75;72;65;74;84;87;77;65;64;70;69;66;56;72;72;69;1;"arriere_droit"
"784";"#217870";"G. Di Lorenzo";26;183;83;76;8000000;47000;70;69;71;74;75;74;76;68;71;73;66;75;69;69;71;73;68;71;72;75;72;72;75;78;72;69;74;75;70;64;59;72;75;74;1;"arriere_droit"
"785";"#219862";"M. Borja";27;183;83;76;9000000;500;79;76;57;68;31;80;53;77;76;65;69;67;47;59;46;69;79;79;70;73;63;81;77;76;86;70;70;19;82;55;73;73;28;25;1;"Attaquant"
"786";"#221201";"T. Leibold";26;174;72;76;8000000;14000;81;58;74;76;70;71;80;55;54;73;57;74;74;60;70;74;88;75;85;73;85;66;78;78;65;54;74;72;71;74;59;69;72;72;0;"arriere_gauche"
"787";"#226045";"J. Gallardo";25;176;73;76;9000000;37000;82;68;71;75;68;70;74;70;64;73;49;76;73;47;66;74;82;82;76;67;72;75;77;87;66;62;58;63;74;72;65;68;69;69;0;"Milieu__gauche"
"788";"#228236";"S. Deli";28;192;86;76;7500000;24000;73;46;53;67;77;80;28;37;78;65;52;68;52;51;70;70;68;77;62;72;40;66;71;72;85;46;78;75;38;44;50;84;78;77;0;"arriere_central"
"789";"#134744";"A. Hutchinson";37;187;83;76;1700000;37000;64;64;73;71;75;77;69;61;75;82;63;73;67;64;74;72;65;64;59;76;61;73;62;81;80;59;69;75;69;65;75;82;77;68;1;"Milieu_central"
"790";"#143699";"G. Gönül";35;175;75;76;2200000;37000;77;63;72;76;72;71;75;58;60;74;57;78;65;48;72;72;76;77;77;77;78;70;79;75;65;65;78;74;76;72;67;78;77;70;1;"arriere_droit"
"791";"#146439";"Negredo";34;186;86;76;4100000;31000;63;78;64;70;36;78;45;77;82;71;77;70;65;68;63;71;62;63;67;74;60;83;82;63;86;76;77;28;76;68;80;70;31;30;0;"Attaquant"
"792";"#146758";"Soldado";35;180;74;76;3500000;21000;54;78;71;73;44;68;66;79;78;79;81;73;70;66;58;77;54;54;64;77;62;79;75;54;72;72;76;41;81;75;79;76;41;38;1;"Attaquant"
"793";"#146963";"J. Pinola";37;180;79;76;1600000;11000;68;60;71;69;75;78;69;53;73;77;51;69;65;55;69;71;67;69;67;71;62;75;81;67;79;63;88;74;69;67;59;75;77;75;0;"arriere_central"
"794";"#152916";"R. Sambueza";36;174;72;76;2600000;16000;66;71;78;77;47;71;76;70;57;79;61;77;81;77;74;80;65;66;75;72;68;73;67;68;66;75;86;60;73;80;73;82;48;46;0;"Milieu_central"
"795";"#152996";"P. Skjelbred";33;178;73;76;3700000;8000;56;46;70;74;73;72;65;42;52;75;40;74;67;61;70;75;63;51;72;77;76;56;75;78;66;42;79;80;54;71;55;77;75;74;1;"Milieu_central"
"796";"#158625";"Dante";36;189;91;76;1600000;21000;33;51;67;62;78;75;58;47;78;74;48;57;51;55;76;74;33;33;50;72;60;62;65;60;83;53;74;76;41;62;57;77;80;78;0;"arriere_central"
"797";"#160741";"D. Abraham";33;189;82;76;3600000;25000;74;55;59;52;77;77;44;46;79;68;60;44;45;67;70;59;69;78;59;74;55;74;81;68;80;63;79;76;31;49;54;76;79;72;1;"arriere_central"
"798";"#168621";"Zeca";31;182;67;76;6500000;22000;75;62;72;75;74;78;64;59;58;78;63;74;67;59;76;75;74;76;73;83;75;68;66;91;72;60;82;78;70;71;56;80;74;74;1;"Milieu__gauche"
"799";"#171875";"C. Erkin";31;181;72;76;5500000;51000;79;73;77;76;69;74;84;67;62;74;76;75;84;84;74;77;78;79;76;78;69;82;80;79;66;77;88;70;74;72;74;77;73;73;0;"arriere_gauche"
"800";"#172049";"E. Elia";33;176;77;76;4700000;18000;92;68;67;84;35;66;67;63;50;72;69;86;77;40;62;80;93;91;91;71;79;77;67;70;64;72;66;32;66;67;62;69;32;28;1;"Ailier_gauche"
"801";"#173608";"Joselu";30;192;80;76;7500000;26000;56;77;67;71;30;71;58;80;81;74;74;72;73;62;58;76;58;54;61;77;40;78;76;65;76;71;63;25;79;68;74;66;27;20;1;"Attaquant"
"802";"#175895";"V. Odjidja-Ofoe";31;183;79;76;6500000;23000;63;73;77;75;69;78;75;68;68;80;78;76;66;70;78;80;62;63;60;68;65;81;59;81;80;76;73;71;69;78;71;84;73;68;1;"Milieu__droit"
"803";"#176571";"A. Ayew";30;176;72;76;7500000;29000;73;73;72;78;57;76;73;72;75;74;64;76;74;57;68;77;73;73;86;76;80;75;89;82;70;74;78;52;75;72;71;74;61;57;0;"Attaquant"
"804";"#177358";"M. Schneiderlin";30;185;75;76;6500000;30000;54;60;71;70;75;75;65;58;69;79;56;68;68;63;72;76;55;54;65;74;67;71;65;75;74;56;78;75;63;65;56;73;76;73;1;"Milieu_central"
"805";"#178255";"R. Donk";34;192;80;76;2900000;51000;60;64;69;70;75;86;60;60;78;76;42;73;44;39;70;75;58;62;60;68;39;81;81;91;89;67;74;76;65;77;50;71;78;68;1;"arriere_central"
"806";"#178322";"M. Layún";32;178;71;76;4800000;36000;77;71;70;75;73;74;69;66;61;71;66;76;68;74;69;77;76;77;66;73;72;80;74;88;68;74;72;74;71;71;74;78;73;72;1;"arriere_droit"
"807";"#180334";"Marcelo";33;191;85;76;3600000;48000;44;46;58;53;75;85;36;41;84;70;42;49;39;41;74;63;45;43;45;66;45;76;85;75;90;30;85;75;39;54;51;65;79;70;1;"arriere_central"
"808";"#181098";"M. Hasebe";36;180;72;76;1600000;18000;58;51;76;71;78;68;74;45;67;78;57;68;70;63;77;76;54;62;69;80;73;54;74;62;68;53;73;77;61;76;61;82;80;74;1;"arriere_central"
"809";"#182495";"M. Cáceres";33;180;78;76;3600000;42000;72;51;63;68;78;71;66;37;75;66;65;66;68;41;64;68;70;74;77;70;76;70;91;61;72;59;78;80;50;58;50;78;78;78;1;"arriere_central"
"810";"#183580";"N. Petersen";31;188;80;76;7000000;27000;54;79;59;65;45;73;58;81;82;64;83;62;57;45;49;69;53;55;62;82;57;79;65;80;76;71;60;39;82;61;77;81;42;21;1;"Attaquant"
"811";"#184190";"R. Thomas";32;193;84;76;4900000;21000;36;33;54;47;78;73;42;22;79;69;18;31;39;34;68;68;37;36;48;71;47;64;68;51;83;28;76;76;28;37;55;73;79;76;0;"arriere_central"
"812";"#184392";"M. Darmian";30;182;70;76;6000000;28000;67;58;67;73;77;68;69;55;68;74;59;72;69;35;66;74;68;67;77;74;75;69;67;75;62;56;74;77;63;59;45;78;80;77;1;"arriere_droit"
"813";"#184858";"Alan Kardec";31;187;72;76;7000000;14000;75;76;64;71;34;76;68;78;82;67;67;70;56;69;58;73;74;75;70;75;63;78;84;81;81;74;53;33;78;59;72;67;29;24;1;"Attaquant"
"814";"#185174";"A. Poli";30;182;77;76;6500000;28000;68;65;75;78;73;67;68;56;65;80;69;78;72;68;74;80;67;68;72;76;75;72;65;72;62;72;73;74;74;77;68;74;72;72;1;"Milieu__gauche"
"815";"#186330";"T. Gebre Selassie";33;181;71;76;3500000;25000;66;51;70;75;76;72;76;49;83;76;49;75;52;58;69;76;67;66;71;76;66;62;90;76;69;39;71;80;68;61;51;72;76;69;1;"arriere_droit"
"816";"#186351";"L. Fer";30;188;79;76;6500000;13000;67;72;71;72;72;83;68;67;80;77;66;73;49;44;76;75;65;68;68;71;51;85;84;78;86;73;83;70;67;72;72;71;74;72;1;"Milieu_central"
"817";"#186392";"J. Ward";30;188;83;76;6000000;44000;61;52;67;66;78;71;74;46;74;71;33;64;43;34;69;69;59;62;62;77;60;64;65;69;71;59;74;79;64;66;40;72;77;78;1;"arriere_droit"
"818";"#187491";"F. Smolov";30;187;80;76;7500000;500;82;75;71;76;32;72;68;74;69;75;77;76;75;67;62;77;84;81;75;74;66;79;67;73;74;73;67;32;82;75;73;71;28;24;1;"Attaquant"
"819";"#188388";"R. Boudebouz";30;177;74;76;7500000;30000;68;76;78;78;40;58;80;75;45;76;70;80;83;81;74;78;67;69;76;73;73;77;62;59;60;74;53;35;74;81;90;74;35;30;0;"Milieu_central"
"820";"#188770";"A. Mehmedi";29;183;78;76;7500000;45000;69;76;71;80;44;67;74;75;56;75;80;81;74;58;58;81;70;68;77;78;76;80;64;67;67;72;68;44;78;74;69;75;43;36;1;"Milieu_central"
"821";"#188942";"V. Wanyama";29;184;87;76;6500000;9000;51;65;66;70;77;79;62;61;68;74;60;68;62;57;70;74;51;51;62;77;65;79;78;54;88;60;87;78;63;58;65;70;80;77;1;"Milieu__droit"
"822";"#188955";"G. Bou";30;178;80;76;7500000;10000;78;76;69;76;30;71;69;77;74;71;70;77;66;71;61;77;78;78;74;74;75;80;78;78;75;73;52;39;78;71;71;78;22;21;1;"Milieu_central"
"823";"#189156";"Daniel Carriço";31;180;80;76;5500000;12000;37;53;67;61;78;73;61;48;73;75;47;58;39;54;75;64;34;40;58;71;66;66;84;53;77;50;85;76;57;62;62;73;78;79;1;"arriere_central"
"824";"#189860";"Kiko Femenía";29;174;61;76;6500000;18000;75;57;71;76;71;68;77;53;56;75;54;76;65;55;63;76;77;74;79;70;82;56;69;78;63;64;70;72;67;69;60;68;75;76;1;"arriere_gauche"
"825";"#190362";"T. Pukki";30;180;80;76;7500000;14000;76;75;58;75;33;69;45;80;62;71;74;73;53;40;35;77;78;75;77;83;72;75;68;78;69;64;56;36;84;71;72;79;29;16;1;"Attaquant"
"826";"#190416";"D. Le Tallec";30;187;80;76;6500000;28000;61;62;69;70;77;77;65;60;78;76;58;70;64;37;72;73;55;66;65;72;62;70;75;74;79;60;78;77;65;70;66;67;78;74;1;"Milieu__gauche"
"827";"#190824";"O. Elabdellaoui";28;177;74;76;6500000;53000;83;55;71;75;69;73;73;42;60;73;55;73;72;60;68;75;84;82;82;74;81;72;60;87;68;66;72;69;75;69;42;68;72;72;1;"arriere_droit"
"828";"#191910";"Kim Shin Wook";32;196;93;76;6000000;19000;63;76;62;67;41;84;54;79;87;70;68;63;55;61;55;75;60;65;56;72;85;80;80;75;92;66;77;33;77;64;72;70;36;35;1;"Attaquant"
"829";"#192557";"M. Plattenhardt";28;181;78;76;6500000;38000;66;56;76;74;73;73;86;43;60;76;54;74;87;85;69;75;69;64;67;75;73;79;72;75;74;59;66;72;65;65;61;68;76;75;0;"arriere_gauche"
"830";"#192663";"F. Klos";32;194;93;76;6000000;27000;64;76;63;64;40;81;46;79;84;72;73;65;56;45;62;68;51;74;46;77;43;79;64;67;91;66;79;29;78;71;80;80;32;24;1;"Attaquant"
"831";"#192722";"R. Hamouma";33;178;76;76;4700000;30000;69;73;76;78;42;62;77;73;63;77;73;79;77;70;71;79;72;67;75;72;73;70;57;70;60;73;60;39;77;76;71;73;41;41;1;"Milieu__droit"
"832";"#193116";"M. Gonalons";31;187;76;76;6000000;23000;53;61;70;68;75;72;61;55;73;75;60;64;57;57;76;76;59;48;61;75;63;74;77;59;74;60;81;77;60;71;68;73;79;76;1;"Milieu__gauche"
"833";"#195202";"T. Cairney";29;186;84;76;7500000;85000;63;72;77;77;60;64;71;71;58;81;70;76;76;72;76;79;66;60;78;75;75;74;42;69;67;76;54;60;72;76;65;77;62;51;0;"Milieu__gauche"
"834";"#197402";"Anselmo";31;185;82;76;6000000;23000;67;66;67;71;73;81;55;65;62;74;54;70;61;46;73;74;69;66;63;73;67;72;65;85;83;65;76;71;68;69;62;69;78;72;1;"Milieu__gauche"
"835";"#198368";"Tomás Pina";32;184;78;76;6000000;24000;47;66;72;73;73;72;58;62;69;79;59;76;65;61;78;78;55;41;59;78;45;73;66;71;72;68;76;77;71;74;59;70;77;70;1;"Milieu__droit"
"836";"#198581";"O. Murillo";32;184;83;76;4900000;17000;67;39;56;52;77;78;59;42;77;63;22;46;35;27;65;60;64;70;53;70;39;43;87;66;84;35;76;81;29;44;32;70;80;66;0;"arriere_central"
"837";"#199561";"Nolito";33;175;65;76;4700000;25000;66;75;75;76;45;63;76;77;56;75;65;76;81;76;69;78;69;63;74;79;74;73;61;57;62;76;73;50;78;75;74;77;39;27;1;"Milieu__gauche"
"838";"#199737";"Wilson Eduardo";29;179;74;76;7500000;500;78;79;73;77;31;67;75;76;66;73;84;78;81;71;66;77;76;80;73;75;68;83;68;70;69;80;59;24;77;73;82;80;33;23;1;"Milieu__gauche"
"839";"#200318";"M. Uth";28;185;72;76;8000000;28000;72;78;71;76;40;68;69;77;69;75;74;77;70;65;67;77;76;68;74;78;68;83;71;75;66;78;61;39;78;73;67;76;39;36;0;"Attaquant"
"840";"#200630";"J. Forrest";28;175;77;76;8000000;50000;89;72;68;79;51;62;73;74;47;73;66;77;72;51;51;78;90;88;92;72;92;71;74;79;60;70;44;48;74;71;64;74;52;45;1;"Milieu__droit"
"841";"#201144";"M. Badelj";31;186;80;76;6000000;16000;52;63;75;72;74;69;69;54;66;80;66;72;64;58;79;77;53;51;65;70;64;72;54;69;68;74;76;76;62;77;68;72;76;72;1;"Milieu_central"
"842";"#201303";"R. Falk";28;177;65;76;7500000;22000;85;63;72;81;63;75;66;62;58;78;60;80;64;51;75;80;84;85;89;78;90;66;83;90;67;61;72;65;73;73;55;77;65;56;1;"Milieu__droit"
"843";"#201505";"David López";30;183;81;76;6500000;9000;54;60;67;65;77;75;55;53;75;78;56;64;48;46;70;75;54;54;47;72;52;77;73;63;80;60;78;80;59;69;50;69;79;75;1;"Milieu__gauche"
"844";"#201858";"N. Sansone";28;173;63;76;8000000;32000;78;76;72;79;44;58;70;77;63;75;73;79;76;69;65;78;78;78;84;74;84;78;65;61;54;75;62;38;76;76;74;75;44;33;1;"Ailier_gauche"
"845";"#201860";"E. Bičakčić";30;185;85;76;6000000;29000;62;37;49;46;77;79;38;24;77;61;42;35;32;28;59;56;53;70;54;74;61;59;78;61;84;45;87;79;33;41;36;63;79;73;1;"arriere_central"
"846";"#202201";"J. Gouweleeuw";28;188;78;76;7000000;26000;71;58;66;63;79;75;60;46;71;68;49;60;45;36;80;66;68;73;65;76;64;72;68;68;78;77;77;81;61;71;42;74;79;76;1;"arriere_central"
"847";"#202282";"S. Armstrong";28;183;75;76;8000000;50000;73;76;74;75;65;72;72;76;66;76;62;76;75;74;74;74;74;73;77;74;65;77;70;84;68;82;69;69;73;74;64;70;66;62;1;"Milieu__droit"
"848";"#204385";"S. García";29;181;80;76;7500000;13000;66;79;63;71;27;81;55;80;75;65;76;71;68;75;54;74;67;65;68;76;60;82;72;73;84;73;86;25;83;72;77;77;24;15;1;"Attaquant"
"849";"#204691";"M. Pereyra";30;170;63;76;7000000;9000;72;71;77;78;54;63;74;70;49;79;69;74;67;73;74;78;76;69;94;75;89;70;53;73;58;75;67;69;78;83;62;73;63;55;1;"Milieu_central"
"850";"#204876";"Clerc";28;182;69;76;6500000;22000;86;58;68;75;70;75;74;56;62;72;48;76;72;46;64;74;82;90;78;68;75;64;73;89;73;59;62;71;67;64;44;73;71;72;0;"arriere_gauche"
"851";"#207562";"S. Andersson";28;190;86;76;8000000;30000;63;76;54;69;31;77;32;80;83;72;74;69;39;42;39;74;62;64;61;75;55;77;72;76;80;66;72;25;79;62;65;70;30;24;1;"Attaquant"
"852";"#207894";"T. Strobl";30;188;87;76;6500000;25000;53;49;66;58;78;78;51;30;69;76;35;59;44;45;77;58;51;55;48;77;44;79;74;73;78;62;83;80;55;66;47;73;77;75;1;"Milieu__gauche"
"853";"#207939";"G. Pizarro";30;185;74;76;6500000;39000;52;63;71;69;74;79;62;59;76;79;62;71;69;59;71;70;58;47;63;71;52;69;78;88;71;65;86;71;67;70;60;80;78;74;1;"Milieu__droit"
"854";"#208621";"Óscar Plano";29;180;72;76;7500000;21000;85;70;74;75;54;68;75;68;62;75;58;74;80;63;68;76;79;89;80;73;79;78;61;77;62;72;75;60;66;75;66;72;58;45;0;"Attaquant"
"855";"#209744";"E. Mena";31;173;74;76;5500000;17000;78;48;69;73;72;73;78;38;50;72;38;74;59;41;64;72;76;79;68;71;78;61;74;78;67;53;80;76;71;68;58;68;74;74;0;"arriere_gauche"
"856";"#210212";"Garry Rodrigues";29;173;70;76;7500000;58000;83;71;71;77;43;70;72;71;56;72;72;77;74;61;68;73;82;84;84;74;90;76;66;90;60;70;70;44;73;70;61;66;40;44;1;"Milieu__gauche"
"857";"#210930";"Carles Gil";27;170;66;76;8000000;9000;65;69;78;77;39;60;76;72;34;79;71;77;76;65;77;78;64;65;74;73;75;63;60;83;57;66;41;40;75;81;69;75;43;39;0;"Milieu__droit"
"858";"#212127";"D. Lazović";29;181;66;76;7500000;27000;85;69;72;77;61;56;76;67;54;73;70;78;66;74;68;78;82;88;77;68;74;76;44;82;39;72;67;60;72;68;49;68;64;62;1;"Milieu__gauche"
"859";"#213374";"Aderllan Santos";31;192;84;76;5500000;11000;61;50;49;51;78;78;42;34;74;61;46;50;44;61;51;54;55;66;49;76;31;77;58;75;81;63;81;77;27;34;60;74;79;77;1;"arriere_central"
"860";"#213814";"F. Di Francesco";26;171;75;76;8500000;500;79;67;73;81;40;60;77;60;40;77;72;83;78;69;67;82;76;81;79;72;77;74;44;72;62;70;42;34;74;68;69;74;38;36;1;"Attaquant"
"861";"#214838";"O. Opazo";29;169;72;76;6500000;500;90;66;68;73;67;75;73;67;57;72;53;72;64;62;67;71;91;90;83;70;81;68;67;85;72;65;72;64;72;57;51;71;67;80;1;"arriere_gauche"
"862";"#215051";"L. López";30;188;80;76;6000000;16000;62;51;50;61;77;74;33;48;80;66;50;59;37;32;56;62;57;66;64;73;50;67;84;63;77;44;77;77;38;41;46;73;77;76;1;"arriere_central"
"863";"#215135";"L. Sigali";33;181;74;76;3600000;17000;66;41;44;59;78;73;40;45;77;55;29;55;31;32;49;63;67;65;59;73;61;51;92;52;79;26;80;78;45;32;42;61;78;75;1;"arriere_central"
"864";"#215270";"L. Zelarayán";28;172;73;76;8000000;10000;74;71;76;77;45;62;71;70;50;78;69;77;75;82;72;75;76;72;88;74;75;73;81;72;60;70;50;44;74;78;67;61;43;35;1;"Milieu_central"
"865";"#216054";"N. Domínguez";30;183;71;76;6000000;17000;55;64;74;70;78;75;62;61;68;79;43;67;50;56;81;77;56;54;64;75;60;77;71;79;76;69;69;79;56;81;55;75;78;81;1;"arriere_central"
"866";"#216350";"A. Ademi";29;185;79;76;6500000;500;63;64;65;68;74;82;42;68;71;76;40;72;49;48;73;69;53;72;47;76;63;69;63;87;83;58;80;74;74;70;46;75;76;68;1;"Milieu__droit"
"867";"#220334";"O. Romero";27;176;74;76;8000000;21000;75;73;75;79;35;61;72;75;52;76;53;80;77;72;74;78;74;76;81;69;86;74;74;70;60;76;48;39;69;75;69;62;24;25;0;"Milieu__droit"
"868";"#221174";"M. Oršić";27;179;69;76;8000000;500;90;79;70;77;58;61;72;79;50;71;76;77;80;76;66;72;89;90;88;74;85;81;60;77;57;80;53;60;78;66;68;77;60;58;1;"Ailier_gauche"
"869";"#221540";"Raúl";30;187;80;76;6000000;14000;53;54;58;55;77;80;56;50;83;66;49;54;37;43;62;55;55;51;56;73;51;67;85;71;84;54;82;76;46;53;51;75;78;74;0;"arriere_central"
"870";"#226515";"Andrei Girotto";28;186;79;76;7000000;24000;58;66;66;68;78;72;65;58;74;77;51;65;63;43;67;74;61;55;64;72;56;77;73;71;69;79;81;79;59;54;55;61;80;77;1;"arriere_central"
"871";"#229359";"Jorge Miramón";31;175;74;76;5500000;21000;73;58;74;69;72;74;79;58;68;74;54;67;69;59;72;72;72;74;71;68;72;61;58;88;74;53;59;71;65;74;63;66;75;73;1;"arriere_droit"
"872";"#230189";"Silas Almeim";28;177;76;76;6500000;14000;78;56;70;68;73;69;77;48;66;75;55;66;61;43;72;67;71;84;80;73;70;68;69;72;69;56;67;75;60;63;72;68;73;77;0;"arriere_gauche"
